"x1","x2","x3","x4","x5","x6","x7","class"
0.52,0.39,0.12,0.58,0.26,0.16,0.14,9
0.53,0.42,0.12,0.6,0.28,0.12,0.17,8
0.53,0.41,0.15,0.7,0.3,0.15,0.21,7
0.53,0.4,0.15,0.61,0.25,0.16,0.18,8
0.53,0.43,0.14,0.68,0.3,0.1,0.23,7
0.53,0.43,0.16,0.72,0.32,0.13,0.24,8
0.53,0.4,0.13,0.58,0.25,0.12,0.18,8
0.53,0.41,0.12,0.63,0.27,0.15,0.19,8
0.54,0.46,0.14,1,0.53,0.18,0.24,8
0.54,0.43,0.16,0.95,0.37,0.2,0.3,8
0.54,0.4,0.14,0.66,0.27,0.16,0.19,8
0.54,0.39,0.13,0.63,0.25,0.16,0.19,7
0.55,0.43,0.14,0.81,0.31,0.23,0.24,9
0.55,0.43,0.14,0.69,0.26,0.14,0.25,8
0.55,0.44,0.14,0.8,0.3,0.19,0.24,9
0.55,0.45,0.13,0.8,0.34,0.14,0.23,5
0.56,0.44,0.14,0.75,0.34,0.16,0.21,7
0.56,0.41,0.13,0.6,0.23,0.15,0.19,7
0.56,0.4,0.13,0.71,0.33,0.16,0.18,6
0.56,0.45,0.18,0.74,0.3,0.18,0.22,8
0.56,0.46,0.14,0.84,0.38,0.17,0.24,8
0.56,0.45,0.17,0.83,0.35,0.18,0.28,8
0.57,0.45,0.13,0.83,0.31,0.18,0.23,10
0.57,0.42,0.13,0.67,0.3,0.15,0.19,6
0.57,0.46,0.16,0.94,0.42,0.18,0.26,10
0.57,0.44,0.15,0.84,0.4,0.16,0.26,8
0.57,0.45,0.16,0.9,0.42,0.2,0.25,8
0.57,0.46,0.16,0.87,0.38,0.22,0.25,9
0.57,0.46,0.16,1,0.45,0.21,0.27,10
0.57,0.46,0.16,0.83,0.36,0.17,0.28,10
0.57,0.44,0.18,0.94,0.38,0.23,0.28,8
0.57,0.42,0.13,0.88,0.43,0.2,0.24,12
0.57,0.44,0.12,0.8,0.38,0.15,0.23,8
0.58,0.45,0.13,0.79,0.32,0.19,0.23,8
0.58,0.45,0.16,0.98,0.5,0.21,0.24,8
0.58,0.44,0.14,0.99,0.43,0.22,0.24,9
0.58,0.46,0.16,1.01,0.47,0.21,0.3,10
0.58,0.45,0.15,0.88,0.38,0.16,0.27,9
0.58,0.47,0.18,1.1,0.47,0.2,0.35,8
0.58,0.45,0.14,0.87,0.45,0.16,0.23,9
0.58,0.45,0.14,0.82,0.34,0.21,0.24,10
0.58,0.43,0.16,0.8,0.35,0.19,0.22,8
0.58,0.48,0.15,0.86,0.37,0.17,0.27,8
0.58,0.45,0.2,0.83,0.4,0.17,0.23,8
0.58,0.5,0.17,0.93,0.37,0.19,0.3,9
0.58,0.44,0.15,1.05,0.52,0.22,0.28,9
0.58,0.44,0.15,0.79,0.35,0.16,0.24,9
0.58,0.44,0.16,0.83,0.34,0.2,0.25,8
0.6,0.46,0.15,0.89,0.43,0.2,0.22,9
0.6,0.47,0.14,0.97,0.47,0.2,0.26,10
0.6,0.46,0.17,1.18,0.46,0.34,0.33,10
0.6,0.48,0.15,0.99,0.39,0.22,0.31,9
0.6,0.47,0.16,1.13,0.47,0.29,0.3,10
0.61,0.49,0.17,1.07,0.48,0.19,0.35,9
0.61,0.46,0.15,0.86,0.33,0.2,0.3,8
0.61,0.47,0.18,1.12,0.48,0.26,0.32,9
0.61,0.48,0.14,1.03,0.44,0.26,0.27,7
0.61,0.46,0.15,1.12,0.48,0.29,0.3,9
0.61,0.46,0.16,0.96,0.43,0.2,0.27,7
0.61,0.47,0.17,1.18,0.57,0.28,0.29,10
0.62,0.47,0.15,1.03,0.44,0.28,0.29,10
0.62,0.47,0.15,1.09,0.5,0.28,0.27,8
0.62,0.5,0.16,1.26,0.58,0.32,0.32,11
0.62,0.5,0.2,1.22,0.56,0.23,0.39,9
0.62,0.49,0.16,1.04,0.44,0.25,0.29,10
0.62,0.49,0.15,1.2,0.46,0.3,0.36,8
0.62,0.5,0.17,1.06,0.37,0.21,0.34,10
0.62,0.5,0.2,1.51,0.58,0.35,0.52,14
0.62,0.47,0.15,1.31,0.59,0.44,0.33,8
0.62,0.49,0.16,1.03,0.43,0.23,0.34,11
0.63,0.5,0.16,1.05,0.49,0.21,0.32,10
0.63,0.52,0.17,1.33,0.57,0.3,0.36,8
0.63,0.51,0.19,1.16,0.52,0.24,0.35,9
0.63,0.45,0.16,1.09,0.46,0.3,0.3,10
0.63,0.52,0.18,1.35,0.48,0.35,0.38,10
0.63,0.47,0.15,0.98,0.48,0.2,0.27,10
0.63,0.49,0.16,1.25,0.63,0.25,0.29,8
0.64,0.49,0.17,1.27,0.56,0.31,0.34,10
0.64,0.52,0.17,1.34,0.51,0.3,0.41,10
0.64,0.51,0.16,1.29,0.59,0.31,0.35,10
0.64,0.53,0.16,1.2,0.54,0.25,0.34,11
0.64,0.5,0.17,1.27,0.65,0.21,0.37,11
0.64,0.52,0.17,1.23,0.51,0.3,0.35,9
0.64,0.53,0.17,1.19,0.48,0.3,0.35,10
0.64,0.48,0.15,1.11,0.51,0.24,0.34,9
0.64,0.52,0.17,1.31,0.49,0.26,0.41,9
0.64,0.49,0.14,1.1,0.49,0.25,0.29,9
0.64,0.49,0.16,1.13,0.48,0.27,0.34,8
0.64,0.49,0.19,1.42,0.67,0.35,0.33,10
0.65,0.51,0.18,1.62,0.78,0.32,0.47,11
0.65,0.49,0.18,1.32,0.65,0.24,0.34,10
0.65,0.52,0.21,1.55,0.62,0.37,0.47,15
0.65,0.52,0.15,1.24,0.55,0.3,0.33,9
0.65,0.51,0.16,1.19,0.48,0.28,0.36,12
0.65,0.51,0.19,1.38,0.53,0.38,0.4,9
0.66,0.52,0.18,1.41,0.62,0.25,0.5,10
0.66,0.53,0.18,1.35,0.59,0.26,0.39,9
0.66,0.52,0.17,1.14,0.53,0.22,0.35,8
0.66,0.54,0.21,1.44,0.59,0.28,0.49,9
0.66,0.51,0.18,1.22,0.51,0.3,0.37,10
0.67,0.5,0.15,1.25,0.46,0.3,0.36,9
0.67,0.52,0.2,1.27,0.51,0.27,0.44,11
0.67,0.53,0.18,1.43,0.67,0.29,0.4,11
0.67,0.53,0.21,1.4,0.64,0.25,0.42,11
0.68,0.52,0.15,1.31,0.56,0.28,0.41,10
0.68,0.51,0.19,1.47,0.63,0.3,0.42,10
0.68,0.54,0.19,1.62,0.72,0.35,0.47,11
0.68,0.54,0.16,1.53,0.67,0.38,0.38,9
0.69,0.54,0.16,1.38,0.66,0.21,0.41,9
0.69,0.55,0.18,1.69,0.67,0.4,0.5,10
0.7,0.55,0.19,1.57,0.66,0.38,0.45,12
0.7,0.58,0.21,1.77,0.61,0.45,0.54,12
0.7,0.55,0.18,1.44,0.66,0.3,0.38,11
0.7,0.55,0.2,1.62,0.68,0.35,0.54,12
0.71,0.54,0.22,1.87,0.93,0.38,0.44,9
0.72,0.58,0.18,1.67,0.73,0.36,0.5,11
0.72,0.57,0.19,2.08,1.08,0.43,0.5,10
0.73,0.57,0.21,1.62,0.74,0.32,0.49,10
0.75,0.55,0.2,1.83,0.83,0.37,0.44,10
0.76,0.61,0.22,2.17,0.8,0.49,0.65,12
0.14,0.13,0.04,0.03,0.01,0.01,0.01,3
0.21,0.15,0.06,0.05,0.02,0.01,0.02,4
0.28,0.21,0.08,0.12,0.05,0.03,0.03,5
0.28,0.2,0.07,0.09,0.04,0.02,0.03,6
0.29,0.22,0.06,0.09,0.03,0.02,0.03,5
0.29,0.21,0.07,0.11,0.05,0.02,0.03,4
0.29,0.21,0.06,0.12,0.06,0.02,0.03,5
0.29,0.21,0.07,0.1,0.04,0.02,0.03,5
0.32,0.24,0.07,0.13,0.06,0.03,0.04,5
0.33,0.25,0.07,0.17,0.09,0.04,0.04,6
0.34,0.25,0.08,0.17,0.07,0.04,0.05,5
0.35,0.24,0.08,0.17,0.07,0.05,0.05,6
0.35,0.25,0.07,0.16,0.07,0.03,0.05,5
0.36,0.27,0.11,0.27,0.14,0.05,0.07,8
0.36,0.27,0.09,0.22,0.11,0.04,0.06,5
0.36,0.27,0.09,0.2,0.09,0.03,0.05,6
0.38,0.28,0.09,0.22,0.11,0.05,0.06,6
0.4,0.29,0.1,0.3,0.16,0.07,0.08,6
0.41,0.25,0.09,0.29,0.13,0.06,0.08,6
0.42,0.33,0.11,0.32,0.14,0.08,0.09,7
0.43,0.32,0.1,0.37,0.19,0.07,0.1,6
0.43,0.32,0.11,0.37,0.17,0.1,0.11,7
0.44,0.33,0.12,0.35,0.16,0.08,0.1,6
0.45,0.33,0.11,0.5,0.26,0.08,0.13,7
0.46,0.35,0.11,0.47,0.21,0.1,0.14,6
0.47,0.37,0.14,0.52,0.24,0.15,0.15,9
0.47,0.38,0.11,0.44,0.17,0.09,0.15,9
0.48,0.37,0.12,0.52,0.27,0.11,0.14,7
0.51,0.39,0.12,0.65,0.33,0.14,0.17,8
0.51,0.4,0.14,0.59,0.29,0.13,0.19,11
0.51,0.39,0.12,0.48,0.21,0.1,0.15,9
0.51,0.46,0.14,0.69,0.29,0.15,0.2,8
0.52,0.4,0.14,0.63,0.29,0.15,0.17,8
0.53,0.41,0.13,0.69,0.34,0.15,0.18,8
0.53,0.43,0.15,0.74,0.33,0.19,0.2,8
0.53,0.41,0.13,0.64,0.26,0.16,0.19,8
0.55,0.44,0.14,0.84,0.36,0.19,0.24,10
0.55,0.47,0.15,0.92,0.38,0.24,0.27,9
0.56,0.41,0.16,0.82,0.34,0.18,0.25,8
0.57,0.45,0.15,0.93,0.43,0.21,0.25,8
0.57,0.44,0.15,0.83,0.39,0.16,0.25,9
0.58,0.46,0.16,1.06,0.51,0.27,0.26,8
0.59,0.47,0.17,1.12,0.52,0.27,0.28,9
0.6,0.45,0.14,0.84,0.37,0.18,0.24,9
0.61,0.45,0.14,0.98,0.43,0.21,0.3,11
0.61,0.49,0.16,1.11,0.47,0.23,0.34,9
0.63,0.52,0.18,1.35,0.53,0.25,0.39,13
0.66,0.52,0.2,1.57,0.73,0.35,0.39,8
0.26,0.19,0.06,0.09,0.04,0.02,0.03,4
0.27,0.2,0.07,0.11,0.05,0.02,0.03,4
0.28,0.22,0.08,0.13,0.07,0.02,0.03,4
0.29,0.22,0.07,0.11,0.05,0.02,0.03,5
0.32,0.26,0.09,0.17,0.07,0.03,0.06,7
0.33,0.24,0.07,0.15,0.06,0.03,0.05,7
0.39,0.28,0.1,0.28,0.13,0.06,0.07,7
0.4,0.3,0.1,0.29,0.14,0.06,0.08,6
0.4,0.31,0.16,0.37,0.17,0.07,0.11,6
0.41,0.31,0.09,0.31,0.14,0.06,0.09,7
0.42,0.31,0.12,0.34,0.17,0.08,0.08,6
0.42,0.32,0.12,0.36,0.19,0.07,0.09,5
0.44,0.31,0.12,0.38,0.16,0.09,0.11,8
0.45,0.32,0.12,0.38,0.15,0.08,0.12,7
0.45,0.35,0.13,0.47,0.21,0.1,0.14,7
0.46,0.36,1.13,0.59,0.33,0.12,0.13,7
0.46,0.35,0.12,0.49,0.24,0.12,0.13,7
0.46,0.35,0.11,0.46,0.24,0.09,0.12,6
0.47,0.36,0.11,0.5,0.27,0.09,0.12,6
0.47,0.36,0.09,0.43,0.2,0.07,0.13,8
0.48,0.38,0.14,0.69,0.32,0.13,0.2,6
0.48,0.35,0.14,0.55,0.27,0.1,0.16,7
0.49,0.39,0.14,0.62,0.25,0.13,0.16,7
0.49,0.37,0.11,0.54,0.27,0.1,0.14,7
0.5,0.39,0.14,0.78,0.36,0.16,0.24,8
0.5,0.38,0.14,0.64,0.28,0.14,0.18,7
0.51,0.39,0.13,0.64,0.31,0.15,0.15,6
0.53,0.39,0.1,0.51,0.25,0.1,0.15,7
0.54,0.42,0.13,0.74,0.36,0.19,0.18,7
0.54,0.42,0.13,0.7,0.31,0.16,0.2,7
0.54,0.39,0.14,0.77,0.33,0.12,0.24,9
0.54,0.42,0.13,0.75,0.37,0.17,0.18,8
0.55,0.43,0.16,0.84,0.39,0.19,0.23,8
0.55,0.41,0.13,0.87,0.45,0.21,0.21,8
0.55,0.42,0.12,0.67,0.29,0.14,0.21,10
0.57,0.44,0.14,0.83,0.39,0.17,0.24,8
0.58,0.45,0.12,0.87,0.42,0.15,0.26,7
0.58,0.44,0.15,0.84,0.35,0.21,0.19,6
0.59,0.49,0.15,1.08,0.41,0.21,0.36,10
0.6,0.47,0.15,0.92,0.43,0.18,0.26,8
0.6,0.47,0.19,1.13,0.49,0.26,0.34,9
0.61,0.43,0.14,0.91,0.44,0.2,0.22,7
0.61,0.48,0.17,1.24,0.56,0.27,0.37,7
0.62,0.49,0.16,1.06,0.49,0.24,0.27,8
0.65,0.5,0.15,1.21,0.6,0.22,0.34,8
0.65,0.5,0.14,1.24,0.62,0.24,0.32,7
0.67,0.53,0.21,1.64,0.82,0.34,0.43,9
0.69,0.55,0.2,1.77,0.81,0.39,0.49,10
0.69,0.54,0.2,1.25,0.73,0.4,0.46,11
0.71,0.57,0.19,1.76,0.75,0.37,0.49,9
0.71,0.5,0.15,1.32,0.68,0.28,0.28,9
0.72,0.59,0.22,1.91,0.92,0.45,0.48,10
0.72,0.58,0.22,2.1,0.86,0.48,0.6,11
0.73,0.56,0.18,1.69,0.66,0.2,0.49,9
0.78,0.57,0.22,2.03,0.74,0.48,0.66,16
0.51,0.39,0.12,0.66,0.3,0.16,0.18,7
0.53,0.43,0.13,0.75,0.3,0.14,0.25,9
0.51,0.39,0.12,0.62,0.24,0.11,0.21,10
0.41,0.31,0.09,0.28,0.11,0.06,0.1,6
0.42,0.3,0.1,0.34,0.15,0.07,0.1,6
0.5,0.39,0.15,0.65,0.27,0.13,0.22,10
0.43,0.33,0.08,0.36,0.13,0.08,0.13,6
0.47,0.35,0.1,0.48,0.19,0.09,0.18,7
0.4,0.31,0.12,0.35,0.15,0.07,0.12,9
0.37,0.29,0.1,0.25,0.1,0.05,0.09,9
0.5,0.38,0.16,0.66,0.27,0.14,0.22,18
0.41,0.31,0.11,0.32,0.12,0.08,0.1,8
0.38,0.29,0.1,0.28,0.12,0.06,0.09,8
0.49,0.39,0.13,0.54,0.22,0.13,0.17,10
0.59,0.48,0.19,1.04,0.43,0.27,0.29,9
0.6,0.46,0.16,1.04,0.42,0.21,0.37,13
0.68,0.55,0.18,1.69,0.56,0.37,0.6,14
0.67,0.54,0.23,2.18,0.75,0.39,0.89,26
0.62,0.49,0.17,1.21,0.52,0.26,0.34,12
0.33,0.25,0.06,0.17,0.08,0.05,0.05,4
0.46,0.36,0.08,0.45,0.22,0.1,0.13,8
0.53,0.41,0.13,0.72,0.33,0.2,0.18,7
0.39,0.29,0.09,0.23,0.09,0.05,0.08,6
0.13,0.1,0.04,0.01,0.01,0.01,0,3
0.18,0.13,0.05,0.03,0.01,0.01,0.01,2
0.31,0.23,0.05,0.14,0.07,0.04,0.05,5
0.38,0.29,0.08,0.28,0.14,0.07,0.08,6
0.48,0.38,0.12,0.61,0.27,0.14,0.19,7
0.46,0.37,0.13,0.43,0.2,0.13,0.15,8
0.43,0.33,0.1,0.33,0.14,0.07,0.11,6
0.48,0.36,0.11,0.46,0.18,0.1,0.15,8
0.44,0.35,0.12,0.46,0.19,0.1,0.13,10
0.29,0.21,0.08,0.28,0.11,0.07,0.04,5
0.39,0.3,0.1,0.34,0.15,0.09,0.09,6
0.47,0.38,0.12,0.43,0.17,0.08,0.15,7
0.5,0.4,0.13,0.58,0.24,0.13,0.19,9
0.4,0.31,0.1,0.13,0.11,0.07,0.09,6
0.62,0.51,0.18,1.15,0.44,0.23,0.4,11
0.6,0.47,0.15,0.89,0.36,0.21,0.25,11
0.59,0.46,0.14,0.97,0.46,0.19,0.3,8
0.32,0.24,0.08,0.18,0.08,0.04,0.06,5
0.52,0.41,0.13,0.7,0.29,0.16,0.22,9
0.44,0.35,0.11,0.46,0.2,0.09,0.13,8
0.44,0.33,0.12,0.4,0.14,0.11,0.12,7
0.57,0.43,0.1,0.71,0.31,0.17,0.18,11
0.56,0.43,0.13,0.93,0.36,0.21,0.34,8
0.59,0.46,0.18,0.97,0.39,0.25,0.31,9
0.57,0.47,0.18,1,0.41,0.28,0.3,15
0.68,0.53,0.21,1.5,0.58,0.34,0.47,13
0.45,0.36,0.13,0.51,0.22,0.11,0.16,9
0.32,0.24,0.08,0.17,0.08,0.04,0.05,6
0.46,0.35,0.11,0.39,0.17,0.09,0.13,8
0.47,0.37,0.11,0.47,0.2,0.1,0.16,9
0.46,0.35,0.11,0.4,0.16,0.08,0.14,8
0.42,0.33,0.12,0.35,0.14,0.08,0.11,8
0.47,0.35,0.12,0.52,0.2,0.16,0.19,10
0.46,0.38,0.14,0.49,0.19,0.08,0.17,11
0.42,0.31,0.09,0.32,0.13,0.07,0.12,7
0.27,0.2,0.07,0.11,0.05,0.02,0.04,6
0.45,0.36,0.11,0.44,0.18,0.1,0.15,9
0.75,0.59,0.19,1.97,0.84,0.44,0.59,17
0.4,0.3,0.12,0.3,0.13,0.05,0.09,7
0.28,0.2,0.08,0.12,0.05,0.01,0.04,4
0.55,0.44,0.14,0.88,0.37,0.21,0.27,9
0.58,0.46,0.17,1.23,0.47,0.2,0.44,15
0.61,0.5,0.17,1.27,0.49,0.19,0.49,11
0.62,0.5,0.18,1.81,0.64,0.33,0.73,16
0.56,0.42,0.2,0.81,0.3,0.18,0.29,13
0.64,0.51,0.2,1.39,0.61,0.33,0.41,11
0.69,0.55,0.2,1.85,0.73,0.47,0.57,18
0.72,0.57,0.24,2.2,0.72,0.47,0.89,16
0.71,0.57,0.2,1.82,0.79,0.49,0.49,10
0.55,0.47,0.15,0.9,0.38,0.18,0.29,8
0.38,0.31,0.09,0.32,0.14,0.06,0.1,4
0.61,0.45,0.16,1.14,0.41,0.31,0.3,8
0.38,0.28,0.09,0.27,0.12,0.06,0.09,5
0.37,0.28,0.09,0.24,0.1,0.05,0.07,4
0.34,0.24,0.09,0.15,0.07,0.03,0.05,5
0.17,0.12,0.02,0.01,0.01,0,0.01,3
0.29,0.21,0.08,0.12,0.06,0.03,0.04,6
0.19,0.13,0.03,0.03,0.02,0.02,0.01,5
0.22,0.15,0.03,0.04,0.01,0.01,0.01,4
0.6,0.47,0.13,0.8,0.32,0.2,0.23,9
0.65,0.5,0.17,1.18,0.48,0.27,0.36,12
0.58,0.45,0.19,0.93,0.34,0.2,0.35,11
0.57,0.45,0.17,1.1,0.41,0.19,0.41,19
0.58,0.45,0.24,1.07,0.3,0.21,0.4,13
0.6,0.48,0.2,0.98,0.36,0.2,0.34,14
0.6,0.47,0.25,1.28,0.46,0.25,0.45,13
0.63,0.42,0.17,1.06,0.36,0.17,0.45,20
0.54,0.42,0.17,0.92,0.34,0.2,0.26,15
0.55,0.43,0.16,0.93,0.32,0.17,0.36,12
0.5,0.4,0.16,0.81,0.23,0.12,0.35,5
0.32,0.24,0.08,0.15,0.06,0.03,0.05,5
0.45,0.34,0.12,0.45,0.19,0.1,0.13,8
0.52,0.4,0.13,0.69,0.3,0.17,0.19,8
0.5,0.39,0.14,0.63,0.2,0.12,0.26,13
0.47,0.37,0.14,0.55,0.22,0.13,0.17,11
0.49,0.37,0.14,0.59,0.24,0.12,0.2,9
0.58,0.47,0.17,0.93,0.32,0.2,0.32,10
0.65,0.5,0.19,1.49,0.53,0.28,0.46,14
0.58,0.49,0.17,1.04,0.42,0.26,0.3,13
0.22,0.17,0.06,0.06,0.02,0.01,0.02,5
0.43,0.33,0.11,0.37,0.14,0.09,0.12,12
0.26,0.22,0.08,0.1,0.04,0.03,0.05,4
0.37,0.28,0.09,0.23,0.09,0.05,0.07,10
0.41,0.31,0.11,0.36,0.16,0.07,0.13,9
0.27,0.19,0.08,0.08,0.03,0.02,0.03,5
0.68,0.55,0.2,1.6,0.53,0.41,0.59,20
0.65,0.52,0.2,1.4,0.52,0.36,0.44,12
0.65,0.49,0.22,1.41,0.43,0.23,0.51,24
0.57,0.41,0.16,0.92,0.34,0.22,0.3,18
0.62,0.48,0.19,1.36,0.53,0.24,0.47,17
0.42,0.35,0.11,0.43,0.18,0.1,0.13,6
0.28,0.22,0.08,0.14,0.06,0.03,0.04,5
0.29,0.23,0.08,0.14,0.05,0.02,0.04,4
0.42,0.34,0.12,0.42,0.18,0.09,0.14,7
0.63,0.53,0.22,1.58,0.51,0.26,0.67,15
0.55,0.47,0.18,1.21,0.32,0.21,0.53,26
0.66,0.51,0.2,1.63,0.49,0.3,0.61,17
0.57,0.47,0.2,1.14,0.39,0.26,0.35,16
0.6,0.5,0.24,1.37,0.51,0.22,0.52,12
0.63,0.51,0.23,1.54,0.56,0.28,0.57,16
0.43,0.33,0.12,0.45,0.17,0.1,0.16,7
0.46,0.35,0.14,0.57,0.2,0.13,0.18,9
0.33,0.26,0.08,0.19,0.08,0.04,0.07,6
0.52,0.42,0.13,0.76,0.28,0.2,0.25,12
0.5,0.39,0.15,0.85,0.33,0.19,0.27,13
0.49,0.38,0.15,0.59,0.24,0.12,0.19,12
0.54,0.46,0.15,0.79,0.34,0.2,0.2,7
0.58,0.47,0.18,1.04,0.4,0.19,0.39,16
0.63,0.53,0.2,1.35,0.45,0.24,0.53,12
0.56,0.46,0.18,0.96,0.3,0.2,0.39,13
0.55,0.43,0.15,0.8,0.3,0.15,0.27,8
0.59,0.48,0.16,0.86,0.36,0.17,0.28,12
0.36,0.28,0.11,0.22,0.08,0.05,0.08,6
0.51,0.39,0.18,0.69,0.27,0.15,0.22,11
0.37,0.28,0.1,0.22,0.08,0.05,0.08,6
0.56,0.43,0.17,0.76,0.27,0.16,0.28,12
0.51,0.4,0.17,0.73,0.27,0.16,0.25,8
0.56,0.45,0.18,0.9,0.36,0.2,0.3,8
0.6,0.48,0.17,1.1,0.42,0.23,0.35,16
0.57,0.45,0.17,0.9,0.33,0.18,0.3,13
0.6,0.48,0.18,1.23,0.41,0.27,0.42,12
0.56,0.44,0.19,1.11,0.42,0.24,0.33,14
0.59,0.47,0.19,1.17,0.39,0.24,0.4,16
0.46,0.34,0.11,0.44,0.23,0.07,0.11,7
0.46,0.36,0.12,0.48,0.21,0.11,0.16,7
0.42,0.32,0.13,0.39,0.07,0.09,0.13,11
0.44,0.32,0.12,0.38,0.15,0.09,0.13,10
0.48,0.38,0.14,0.49,0.17,0.07,0.19,6
0.47,0.36,0.13,0.53,0.21,0.12,0.17,9
0.36,0.28,0.1,0.23,0.09,0.05,0.09,10
0.46,0.38,0.14,0.51,0.19,0.1,0.21,8
0.38,0.33,0.11,0.31,0.12,0.07,0.11,9
0.47,0.37,0.12,0.54,0.23,0.15,0.15,8
0.36,0.27,0.09,0.22,0.08,0.05,0.08,5
0.59,0.46,0.17,1,0.35,0.25,0.32,11
0.66,0.59,0.2,1.55,0.65,0.38,0.42,10
0.6,0.49,0.18,1.27,0.5,0.28,0.38,12
0.57,0.46,0.17,1.1,0.41,0.22,0.38,13
0.65,0.5,0.2,1.43,0.64,0.31,0.36,10
0.65,0.5,0.18,1.79,0.8,0.34,0.53,13
0.51,0.4,0.15,0.62,0.22,0.14,0.24,11
0.52,0.38,0.14,0.58,0.25,0.16,0.18,7
0.5,0.42,0.17,0.75,0.26,0.13,0.29,12
0.43,0.34,0.12,0.41,0.17,0.09,0.14,7
0.59,0.47,0.16,1.1,0.51,0.25,0.3,12
0.55,0.46,0.18,0.87,0.32,0.18,0.32,9
0.59,0.43,0.16,0.96,0.36,0.18,0.27,10
0.58,0.46,0.16,0.92,0.31,0.2,0.3,16
0.62,0.51,0.15,1.46,0.58,0.29,0.32,12
0.59,0.45,0.16,0.89,0.27,0.22,0.35,13
0.72,0.58,0.22,2.23,0.9,0.41,0.62,12
0.64,0.51,0.18,1.21,0.57,0.26,0.36,13
0.61,0.48,0.18,1.07,0.39,0.22,0.42,14
0.55,0.45,0.18,0.85,0.35,0.19,0.3,12
0.57,0.45,0.16,0.86,0.37,0.22,0.26,11
0.6,0.48,0.18,1.16,0.51,0.27,0.32,17
0.52,0.41,0.17,0.87,0.37,0.22,0.25,13
0.64,0.51,0.21,1.6,0.65,0.28,0.58,14
0.67,0.52,0.15,1.41,0.52,0.35,0.37,12
0.7,0.57,0.2,2.03,0.75,0.43,0.69,14
0.66,0.53,0.19,1.26,0.49,0.22,0.45,19
0.62,0.48,0.23,1.09,0.4,0.25,0.36,13
0.6,0.48,0.18,1.18,0.43,0.25,0.43,18
0.51,0.41,0.13,0.72,0.37,0.16,0.17,8
0.53,0.41,0.14,0.76,0.33,0.22,0.2,9
0.44,0.38,0.13,0.49,0.23,0.1,0.16,8
0.49,0.42,0.14,0.57,0.25,0.13,0.19,7
0.5,0.39,0.13,0.69,0.31,0.18,0.18,9
0.44,0.35,0.12,0.45,0.22,0.11,0.13,6
0.41,0.32,0.11,0.35,0.16,0.08,0.1,8
0.42,0.33,0.1,0.35,0.16,0.09,0.1,8
0.5,0.4,0.15,0.71,0.32,0.17,0.2,8
0.39,0.31,0.11,0.33,0.14,0.07,0.1,6
0.33,0.27,0.09,0.18,0.07,0.04,0.06,5
0.58,0.48,0.16,0.97,0.43,0.23,0.29,9
0.33,0.27,0.1,0.19,0.08,0.04,0.07,5
0.48,0.38,0.12,0.56,0.25,0.12,0.19,9
0.38,0.3,0.09,0.32,0.15,0.08,0.1,8
0.34,0.26,0.09,0.18,0.08,0.05,0.06,5
0.53,0.43,0.12,0.7,0.33,0.15,0.22,11
0.52,0.42,0.15,0.8,0.33,0.17,0.29,9
0.54,0.45,0.14,0.81,0.32,0.18,0.25,12
0.48,0.36,0.12,0.58,0.28,0.12,0.17,7
0.42,0.33,0.1,0.39,0.17,0.08,0.13,6
0.5,0.39,0.13,0.59,0.28,0.12,0.17,7
0.48,0.41,0.13,0.64,0.28,0.14,0.21,9
0.52,0.43,0.15,0.81,0.39,0.2,0.23,9
0.46,0.38,0.13,0.57,0.25,0.12,0.2,8
0.58,0.46,0.12,0.94,0.4,0.26,0.27,10
0.59,0.49,0.14,1.01,0.42,0.22,0.29,10
0.55,0.42,0.14,0.78,0.3,0.18,0.26,22
0.65,0.5,0.17,1.14,0.49,0.22,0.37,11
0.47,0.38,0.14,0.6,0.22,0.13,0.23,15
0.46,0.36,0.13,0.52,0.2,0.13,0.18,10
0.47,0.38,0.13,0.58,0.21,0.16,0.2,12
0.44,0.35,0.11,0.38,0.14,0.1,0.13,12
0.35,0.27,0.11,0.3,0.14,0.06,0.09,6
0.32,0.24,0.07,0.14,0.05,0.03,0.04,7
0.6,0.47,0.15,0.99,0.4,0.15,0.34,15
0.58,0.48,0.14,0.93,0.39,0.17,0.28,13
0.58,0.44,0.15,0.81,0.29,0.16,0.27,16
0.54,0.44,0.16,0.89,0.34,0.18,0.25,12
0.52,0.42,0.14,0.77,0.25,0.15,0.29,12
0.51,0.39,0.14,0.62,0.25,0.12,0.2,11
0.51,0.4,0.15,0.65,0.27,0.15,0.21,14
0.4,0.31,0.1,0.29,0.11,0.06,0.1,9
0.49,0.4,0.14,0.55,0.21,0.09,0.22,13
0.53,0.44,0.14,0.74,0.33,0.13,0.22,11
0.4,0.33,0.11,0.31,0.11,0.07,0.1,7
0.67,0.54,0.19,1.5,0.58,0.28,0.48,16
0.42,0.31,0.11,0.36,0.12,0.08,0.1,9
0.43,0.35,0.12,0.3,0.09,0.06,0.12,10
0.48,0.4,0.14,0.59,0.25,0.16,0.2,12
0.53,0.43,0.15,0.8,0.33,0.21,0.24,14
0.48,0.39,0.15,0.58,0.23,0.12,0.26,14
0.42,0.35,0.12,0.34,0.15,0.08,0.12,8
0.59,0.46,0.16,0.91,0.33,0.15,0.34,14
0.52,0.42,0.14,0.63,0.28,0.13,0.22,8
0.7,0.55,0.22,1.55,0.57,0.38,0.45,12
0.8,0.63,0.2,2.53,0.93,0.59,0.62,22
