"height","lengthe","area","eccen","p_black","p_and","mean_tr","blackpix","blackand","wb_trans","class"
7,16,112,2.29,0.24,0.63,2.45,27,71,11,0
7,23,161,3.29,0.09,0.54,1.36,15,87,11,0
7,8,56,1.14,0.16,0.52,1.8,9,29,5,0
7,2,14,0.29,0.5,0.93,7,7,13,1,0
7,7,49,1,0.33,0.9,2.29,16,44,7,0
6,11,66,1.83,0.2,0.85,1.3,13,56,10,0
7,121,847,17.29,0.28,0.61,1.79,234,514,131,0
11,21,231,1.91,0.47,0.72,7.2,108,166,15,0
11,9,99,0.82,0.52,0.77,8.5,51,76,6,0
10,8,80,0.8,0.4,0.7,4,32,56,8,0
11,8,88,0.73,0.73,0.99,10.67,64,87,6,0
11,7,77,0.64,0.47,0.48,36,36,37,1,0
11,8,88,0.73,0.69,0.99,10.17,61,87,6,0
9,38,342,4.22,0.44,0.9,2.71,152,307,56,0
9,20,180,2.22,0.46,1,2.59,83,180,32,0
9,36,324,4,0.51,0.9,2.83,164,292,58,0
11,98,1078,8.91,0.4,0.78,2.61,428,839,164,0
9,49,441,5.44,0.59,1,2.97,261,440,88,0
9,78,702,8.67,0.33,0.9,2.1,231,629,110,0
8,14,112,1.75,0.14,1,2.67,16,112,6,0
21,106,2226,5.05,0.14,0.4,1.99,302,881,152,0
8,24,192,3,0.3,0.97,1.43,57,187,40,0
8,36,288,4.5,0.47,0.89,2.13,134,255,63,0
9,22,198,2.44,0.32,0.91,2.42,63,180,26,0
9,12,108,1.33,0.41,1,1.63,44,108,27,0
9,6,54,0.67,0.37,0.91,2.5,20,49,8,0
8,38,304,4.75,0.35,0.76,1.93,106,230,55,0
9,34,306,3.78,0.31,0.9,1.61,95,274,59,0
9,12,108,1.33,0.41,1,1.57,44,108,28,0
9,63,567,7,0.3,0.79,2.01,169,446,84,0
9,104,936,11.56,0.28,0.9,1.93,264,846,137,0
11,75,825,6.82,0.27,0.68,2.08,223,560,107,0
8,17,136,2.13,0.31,0.68,2.33,42,92,18,0
9,82,738,9.11,0.31,0.78,1.93,228,574,118,0
8,12,96,1.5,0.47,1,1.61,45,96,28,0
8,53,424,6.63,0.34,0.89,1.64,143,377,87,0
11,85,935,7.73,0.27,0.9,1.73,251,843,145,0
10,12,120,1.2,0.37,1,1.57,44,120,28,0
10,63,630,6.3,0.25,0.9,1.84,158,566,86,0
9,82,738,9.11,0.32,0.95,2.13,236,699,111,0
12,102,1224,8.5,0.26,0.8,1.77,315,984,178,0
12,90,1080,7.5,0.18,0.72,1.92,198,773,103,0
12,26,312,2.17,0.22,0.91,1.63,70,283,43,0
12,41,492,3.42,0.29,0.74,2.06,142,364,69,0
8,99,792,12.38,0.35,0.96,1.66,278,762,167,0
9,81,729,9,0.29,0.83,2.22,209,602,94,0
8,26,208,3.25,0.37,0.95,1.79,77,197,43,0
9,46,414,5.11,0.37,0.85,2.01,151,351,75,0
9,34,306,3.78,0.36,0.86,1.76,111,264,63,0
12,26,312,2.17,0.28,0.83,2.21,86,259,39,0
12,43,516,3.58,0.33,0.79,2.56,169,407,66,0
8,75,600,9.38,0.37,0.96,1.95,224,573,115,0
11,86,946,7.82,0.29,0.7,1.98,273,663,138,0
8,6,48,0.75,0.58,0.81,7,28,39,4,0
9,64,576,7.11,0.49,0.98,2.57,283,567,110,0
8,36,288,4.5,0.56,0.94,3.04,161,272,53,0
8,8,64,1,0.25,0.67,1.6,16,43,10,0
8,21,168,2.63,0.38,0.85,1.88,64,142,34,0
9,99,891,11,0.46,0.91,2.65,411,807,155,0
9,121,1089,13.44,0.32,0.78,2.08,351,845,169,0
9,100,900,11.11,0.46,0.91,2.92,417,817,143,0
11,118,1298,10.73,0.29,0.8,1.99,376,1036,189,0
9,126,1134,14,0.47,0.91,2.84,528,1029,186,0
12,117,1404,9.75,0.25,0.64,1.86,353,891,190,0
8,14,112,1.75,0.27,0.55,3,30,62,10,0
8,71,568,8.88,0.33,0.78,1.83,187,441,102,0
8,44,352,5.5,0.46,0.95,3.2,160,334,50,0
8,48,384,6,0.33,0.89,2,126,340,63,0
8,40,320,5,0.41,1,2.22,131,319,59,0
9,45,405,5,0.45,0.9,3.23,181,363,56,0
8,47,376,5.88,0.32,0.9,2.18,122,337,56,0
8,42,336,5.25,0.39,0.94,2.43,131,316,54,0
8,43,344,5.38,0.37,0.96,2.1,128,329,61,0
14,300,4200,21.43,0.26,0.61,2.39,1106,2550,462,0
7,35,245,5,0.48,0.84,2.81,118,206,42,0
9,122,1098,13.56,0.33,0.83,2.54,366,910,144,0
9,130,1170,14.44,0.45,0.88,2.63,524,1026,199,0
8,45,360,5.63,0.22,0.81,1.9,80,290,42,0
7,31,217,4.43,0.22,0.85,1.78,48,185,27,0
3,14,42,4.67,0.38,0.88,3.2,16,37,5,0
8,18,144,2.25,0.22,0.81,2.38,31,117,13,0
7,58,406,8.29,0.21,0.84,2.26,86,342,38,0
7,40,280,5.71,0.19,0.75,2.26,52,211,23,0
6,28,168,4.67,0.14,0.53,1.71,24,89,14,0
4,15,60,3.75,0.27,0.8,4,16,48,4,0
14,38,532,2.71,0.24,0.49,2.95,130,260,44,0
15,31,465,2.07,0.2,0.47,3.96,95,216,24,0
13,77,1001,5.92,0.26,0.56,3.04,258,565,85,0
13,33,429,2.54,0.25,0.53,3.89,105,229,27,0
10,19,190,1.9,0.33,0.7,3.71,63,132,17,0
7,121,847,17.29,0.31,0.68,1.79,258,572,144,0
11,22,242,2,0.42,0.69,4.04,101,168,25,0
11,9,99,0.82,0.4,0.72,4.44,40,71,9,0
11,8,88,0.73,0.55,1,3.2,48,88,15,0
11,21,231,1.91,0.32,0.58,4.29,73,134,17,0
10,8,80,0.8,0.53,0.88,7,42,70,6,0
10,38,380,3.8,0.42,0.94,2.78,161,357,58,0
9,36,324,4,0.51,0.91,2.93,164,295,56,0
9,21,189,2.33,0.52,0.94,3.27,98,178,30,0
9,97,873,10.78,0.46,0.94,2.28,397,820,174,0
9,49,441,5.44,0.58,1,2.98,256,439,86,0
9,23,207,2.56,0.32,0.99,1.63,67,204,41,0
9,37,333,4.11,0.4,0.85,2.03,132,283,65,0
9,21,189,2.33,0.32,0.78,2.61,60,147,23,0
9,91,819,10.11,0.3,0.96,1.98,247,783,125,0
10,67,670,6.7,0.29,0.65,2.17,195,435,90,0
9,32,288,3.56,0.35,0.81,1.7,102,232,60,0
9,92,828,10.22,0.35,0.92,2.07,290,759,140,0
9,12,108,1.33,0.44,1,1.78,48,108,27,0
9,64,576,7.11,0.32,0.82,2.18,183,471,84,0
12,98,1176,8.17,0.25,0.62,2.23,288,734,129,0
9,100,900,11.11,0.28,0.85,1.91,248,762,130,0
9,12,108,1.33,0.43,1,1.59,46,108,29,0
9,53,477,5.89,0.32,0.81,1.66,151,384,91,0
11,84,924,7.64,0.29,0.84,1.74,269,779,155,0
9,81,729,9,0.34,0.92,1.97,246,669,125,0
10,80,800,8,0.28,0.8,1.92,223,640,116,0
11,101,1111,9.18,0.26,0.85,1.65,293,947,178,0
9,81,729,9,0.33,0.97,2.09,242,710,116,0
9,9,81,1,0.16,0.86,1.63,13,70,8,0
12,72,864,6,0.28,0.81,2.15,243,697,113,0
9,84,756,9.33,0.25,0.96,1.83,189,722,103,0
9,52,468,5.78,0.37,1,1.71,173,466,101,0
9,41,369,4.56,0.37,0.85,2.06,138,312,67,0
9,27,243,3,0.35,0.98,1.87,84,237,45,0
10,46,460,4.6,0.36,0.84,2.01,167,388,83,0
9,33,297,3.67,0.42,0.97,1.85,126,288,68,0
9,81,729,9,0.33,0.92,2.04,239,668,117,0
11,14,154,1.27,0.44,0.98,2.43,68,151,28,0
11,8,88,0.73,0.26,1,2.09,23,88,11,0
11,43,473,3.91,0.34,0.75,2.74,159,356,58,0
9,75,675,8.33,0.37,0.91,2.23,252,616,113,0
12,48,576,4,0.25,0.76,1.71,145,435,85,0
9,9,81,1,0.38,0.8,2.38,31,65,13,0
8,18,144,2.25,0.47,1,2.52,68,144,27,0
7,6,42,0.86,0.5,0.55,21,21,23,1,0
10,64,640,6.4,0.48,0.91,2.8,305,585,109,0
8,36,288,4.5,0.62,0.94,3.22,177,270,55,0
8,33,264,4.13,0.31,0.71,2.13,83,186,39,0
10,99,990,9.9,0.44,0.91,2.64,439,903,166,0
10,122,1220,12.2,0.29,0.69,2.1,359,840,171,0
10,101,1010,10.1,0.45,0.87,2.95,455,878,154,0
12,118,1416,9.83,0.27,0.73,1.99,377,1039,189,0
10,125,1250,12.5,0.46,0.86,2.92,570,1078,195,0
12,117,1404,9.75,0.23,0.71,1.68,324,1000,193,0
9,85,765,9.44,0.31,0.74,1.95,236,569,121,0
9,43,387,4.78,0.47,0.95,3.31,182,367,55,0
9,47,423,5.22,0.29,0.74,1.95,121,312,62,0
9,40,360,4.44,0.39,0.89,2.44,139,320,57,0
8,44,352,5.5,0.49,0.95,2.95,171,335,58,0
9,46,414,5.11,0.29,0.84,2.18,120,347,55,0
9,42,378,4.67,0.38,0.93,2.48,144,352,58,0
9,42,378,4.67,0.34,0.93,2.13,130,352,61,0
15,300,4500,20,0.25,0.58,2.36,1136,2594,481,0
6,35,210,5.83,0.53,0.94,2.67,112,198,42,0
9,122,1098,13.56,0.38,0.96,2.73,415,1055,152,0
9,130,1170,14.44,0.51,0.93,2.86,600,1082,210,0
2,52,104,26,0.14,0.7,2.5,15,73,6,0
4,17,68,4.25,0.31,0.56,3.5,21,38,6,0
5,31,155,6.2,0.24,0.97,2.06,37,151,18,0
5,23,115,4.6,0.23,1,1.63,26,115,16,0
5,44,220,8.8,0.24,0.79,2.52,53,174,21,0
3,56,168,18.67,0.07,0.5,1.38,11,84,8,0
4,32,128,8,0.31,1,2.11,40,128,19,0
5,16,80,3.2,0.31,0.81,2.08,25,65,12,0
17,77,1309,4.53,0.31,0.76,2.94,411,995,140,0
14,34,476,2.43,0.28,0.85,3.09,133,405,43,0
11,22,242,2,0.29,0.8,2.37,71,193,30,0
11,67,737,6.09,0.27,0.69,2.96,198,508,67,0
7,123,861,17.57,0.27,0.63,1.66,228,539,137,0
12,8,96,0.67,0.44,0.51,42,42,49,1,0
12,8,96,0.67,0.51,0.93,7,49,89,7,0
12,9,108,0.75,0.51,0.66,9.17,55,71,6,0
11,9,99,0.82,0.55,0.82,9,54,81,6,0
11,9,99,0.82,0.38,0.73,3.8,38,72,10,0
11,8,88,0.73,0.72,1,7.88,63,88,8,0
11,8,88,0.73,0.71,1,8.86,62,88,7,0
9,39,351,4.33,0.44,0.92,2.74,156,324,57,0
9,21,189,2.33,0.5,0.96,3.62,94,181,26,0
10,97,970,9.7,0.42,0.83,2.48,410,807,165,0
9,36,324,4,0.58,0.95,3.02,187,307,62,0
10,49,490,4.9,0.53,0.94,3.01,259,460,86,0
9,79,711,8.78,0.32,0.87,2.19,230,621,105,0
9,24,216,2.67,0.36,0.91,2.2,77,196,35,0
9,37,333,4.11,0.44,0.9,2.08,148,299,71,0
9,21,189,2.33,0.37,0.91,2.3,69,171,30,0
9,81,729,9,0.36,0.86,2.22,260,629,117,0
10,67,670,6.7,0.3,0.75,2.14,201,499,94,0
8,32,256,4,0.4,0.9,1.81,103,230,57,0
7,11,77,1.57,0.14,0.56,1.57,11,43,7,0
9,99,891,11,0.29,0.8,1.95,257,714,132,0
9,12,108,1.33,0.44,1,1.85,48,108,26,0
9,64,576,7.11,0.31,0.84,1.99,177,485,89,0
11,94,1034,8.55,0.26,0.6,2.18,266,625,122,0
9,99,891,11,0.31,0.83,2.16,278,736,129,0
12,83,996,6.92,0.25,0.76,1.75,252,753,144,0
8,12,96,1.5,0.44,1,1.5,42,96,28,0
8,54,432,6.75,0.35,0.89,1.74,151,383,87,0
9,95,855,10.56,0.28,0.85,1.91,243,726,127,0
9,12,108,1.33,0.38,1,1.46,41,108,28,0
9,64,576,7.11,0.3,0.92,1.98,174,530,88,0
11,101,1111,9.18,0.27,0.85,1.72,297,943,173,0
11,82,902,7.46,0.24,0.81,1.97,213,734,108,0
12,73,876,6.08,0.26,0.74,2.1,227,651,108,0
10,98,980,9.8,0.3,0.78,1.72,294,765,171,0
9,81,729,9,0.32,0.82,2.22,235,597,106,0
9,27,243,3,0.35,0.95,1.95,84,231,43,0
9,47,423,5.22,0.4,0.94,1.99,171,399,86,0
9,32,288,3.56,0.41,0.99,1.72,119,286,69,0
9,75,675,8.33,0.37,0.94,2.09,249,632,119,0
12,27,324,2.25,0.32,0.9,2.64,103,291,39,0
12,43,516,3.58,0.31,0.79,2.32,160,409,69,0
12,61,732,5.08,0.25,0.75,1.77,184,546,104,0
10,19,190,1.9,0.36,0.84,2.46,69,159,28,0
10,29,290,2.9,0.22,0.57,3.56,64,166,18,0
9,65,585,7.22,0.46,0.9,2.66,271,527,102,0
9,36,324,4,0.57,0.94,3.16,183,306,58,0
9,21,189,2.33,0.32,0.81,1.79,61,153,34,0
8,7,56,0.88,0.32,0.43,6,18,24,3,0
10,100,1000,10,0.44,0.92,2.64,444,924,168,0
9,32,288,3.56,0.3,0.69,2.1,86,199,41,0
9,83,747,9.22,0.34,0.84,2.05,250,630,122,0
10,101,1010,10.1,0.44,0.86,2.92,446,864,153,0
12,118,1416,9.83,0.26,0.7,2.06,361,991,175,0
10,126,1260,12.6,0.46,0.88,2.98,575,1103,193,0
9,86,774,9.56,0.34,0.76,2.19,261,586,119,0
11,116,1276,10.55,0.27,0.8,1.8,350,1026,194,0
9,43,387,4.78,0.48,0.95,3.15,186,369,59,0
8,46,368,5.75,0.32,0.94,1.78,116,345,65,0
8,41,328,5.13,0.39,0.98,2.19,129,320,59,0
10,44,440,4.4,0.44,0.92,2.94,194,405,66,0
9,45,405,5,0.32,0.92,2.11,129,374,61,0
9,42,378,4.67,0.35,0.92,2.34,131,346,56,0
19,455,8645,23.95,0.08,0.1,33.48,703,821,21,0
8,43,344,5.38,0.39,0.93,2.21,135,319,61,0
14,301,4214,21.5,0.26,0.56,2.37,1084,2378,458,0
7,35,245,5,0.49,0.9,2.57,121,221,47,0
9,123,1107,13.67,0.36,0.9,2.78,397,994,143,0
10,130,1300,13,0.45,0.82,2.78,589,1069,212,0
8,3,24,0.38,0.46,0.67,2.2,11,16,5,0
8,5,40,0.63,0.33,0.9,6.5,13,36,2,0
8,14,112,1.75,0.32,0.94,1.71,36,105,21,0
8,50,400,6.25,0.25,0.8,2.3,101,320,44,0
8,3,24,0.38,0.5,0.67,3,12,16,4,0
8,23,184,2.88,0.26,1,2.14,47,184,22,0
8,15,120,1.88,0.26,0.68,3.88,31,82,8,0
8,14,112,1.75,0.28,0.64,2.82,31,72,11,0
6,2,12,0.33,0.67,1,8,8,12,1,0
8,21,168,2.63,0.21,0.76,2.92,35,128,12,0
7,6,42,0.86,0.33,0.76,4.67,14,32,3,0
7,2,14,0.29,0.64,0.93,2.25,9,13,4,0
8,3,24,0.38,0.46,0.71,2.75,11,17,4,0
7,14,98,2,0.33,0.99,2.67,32,97,12,0
8,59,472,7.38,0.21,0.69,3.13,97,326,31,0
7,121,847,17.29,0.27,0.65,1.54,230,547,149,0
11,9,99,0.82,0.47,0.69,5.75,46,68,8,0
10,8,80,0.8,0.68,1,9,54,80,6,0
10,7,70,0.7,0.43,0.43,30,30,30,1,0
10,8,80,0.8,0.69,1,9.17,55,80,6,0
10,8,80,0.8,0.6,1,6,48,80,8,0
10,9,90,0.9,0.52,0.66,9.4,47,59,5,0
10,8,80,0.8,0.58,0.89,9.2,46,71,5,0
10,38,380,3.8,0.4,0.89,2.7,151,337,56,0
9,36,324,4,0.49,0.84,3.31,159,272,48,0
10,97,970,9.7,0.43,0.83,2.71,412,800,152,0
8,21,168,2.63,0.55,1,3.54,92,168,26,0
9,49,441,5.44,0.59,0.96,3.12,259,424,83,0
9,20,180,2.22,0.3,0.97,1.74,54,175,31,0
9,36,324,4,0.35,0.81,1.75,114,261,65,0
9,21,189,2.33,0.37,0.82,2.88,69,155,24,0
9,80,720,8.89,0.33,0.91,2.09,240,658,115,0
9,11,99,1.22,0.34,1,1.42,34,99,24,0
9,50,450,5.56,0.32,0.72,2.67,144,322,54,0
9,33,297,3.67,0.35,0.78,1.84,105,232,57,0
8,83,664,10.38,0.4,0.94,2.15,264,624,123,0
8,11,88,1.38,0.44,1,1.63,39,88,24,0
9,63,567,7,0.29,0.78,1.98,164,441,83,0
11,74,814,6.73,0.27,0.63,2.21,217,511,98,0
8,17,136,2.13,0.29,0.65,2.22,40,89,18,0
8,84,672,10.5,0.36,0.95,1.94,242,641,125,0
9,12,108,1.33,0.41,0.9,1.63,44,97,27,0
8,82,656,10.25,0.36,0.84,2.24,235,551,105,0
8,53,424,6.63,0.33,0.89,1.63,140,379,86,0
10,84,840,8.4,0.28,0.9,1.65,234,753,142,0
9,12,108,1.33,0.43,1,1.64,46,108,28,0
9,63,567,7,0.28,0.91,1.96,161,515,82,0
11,101,1111,9.18,0.25,0.77,1.71,281,856,164,0
8,83,664,10.38,0.36,0.98,1.98,237,650,120,0
12,72,864,6,0.23,0.78,1.79,197,674,110,0
9,97,873,10.78,0.32,0.86,1.76,277,753,157,0
8,83,664,10.38,0.29,0.96,2.17,195,634,90,0
9,26,234,2.89,0.3,0.95,1.67,70,223,42,0
9,46,414,5.11,0.34,0.87,1.67,140,361,84,0
9,83,747,9.22,0.29,0.75,2.28,219,561,96,0
8,33,264,4.13,0.39,0.97,1.72,103,257,60,0
11,26,286,2.36,0.28,0.89,2.19,81,254,37,0
11,43,473,3.91,0.28,0.77,2.18,133,366,61,0
11,62,682,5.64,0.22,0.71,1.62,149,481,92,0
8,18,144,2.25,0.47,1,2.52,68,144,27,0
8,76,608,9.5,0.39,0.9,2.11,236,549,112,0
8,6,48,0.75,0.54,0.65,13,26,31,2,0
10,64,640,6.4,0.44,0.89,2.58,281,569,109,0
9,36,324,4,0.53,0.94,2.82,172,304,61,0
8,8,64,1,0.23,0.67,1.5,15,43,10,0
8,21,168,2.63,0.36,0.77,1.69,61,130,36,0
9,99,891,11,0.48,0.95,2.52,431,847,171,0
9,83,747,9.22,0.29,0.75,1.93,216,561,112,0
9,32,288,3.56,0.3,0.67,2.17,87,194,40,0
10,100,1000,10,0.41,0.85,2.81,410,846,146,0
10,118,1180,11.8,0.28,0.75,2.02,327,879,162,0
9,126,1134,14,0.48,0.95,2.83,549,1081,194,0
9,86,774,9.56,0.3,0.68,2.13,232,524,109,0
10,116,1160,11.6,0.27,0.8,1.7,317,925,186,0
8,43,344,5.38,0.49,0.95,3.4,170,328,50,0
9,47,423,5.22,0.31,0.87,2.03,130,369,64,0
8,40,320,5,0.46,1,2.7,146,319,54,0
9,43,387,4.78,0.46,0.9,2.98,176,348,59,0
8,46,368,5.75,0.36,0.93,2.11,131,341,62,0
8,42,336,5.25,0.42,0.98,2.37,142,329,60,0
8,41,328,5.13,0.35,0.96,1.92,115,316,60,0
15,342,5130,22.8,0.24,0.55,2.49,1232,2810,495,0
9,123,1107,13.67,0.39,1,2.82,432,1103,153,0
10,131,1310,13.1,0.49,0.86,2.94,638,1121,217,0
11,89,979,8.09,0.17,0.71,2.72,166,691,61,0
10,31,310,3.1,0.3,0.81,3.32,93,252,28,0
12,230,2760,19.17,0.16,0.57,3.48,453,1572,130,0
7,43,301,6.14,0.24,0.81,3.48,73,243,21,0
22,72,1584,3.27,0.47,0.85,8.64,743,1343,86,0
9,76,684,8.44,0.36,0.8,2.19,245,544,112,0
7,190,1330,27.14,0.29,0.85,1.79,390,1126,218,0
8,71,568,8.88,0.31,0.87,1.86,177,492,95,0
8,71,568,8.88,0.31,0.86,1.85,176,489,95,0
13,116,1508,8.92,0.28,0.66,2.3,421,992,183,0
9,93,837,10.33,0.26,0.9,1.74,217,749,125,0
9,109,981,12.11,0.24,0.85,1.58,238,832,151,0
8,64,512,8,0.3,0.86,1.93,154,439,80,0
9,133,1197,14.78,0.24,0.72,1.89,283,859,150,0
6,100,600,16.67,0.34,0.82,1.71,205,493,120,0
7,49,343,7,0.3,0.64,2.08,102,220,49,0
6,43,258,7.17,0.21,0.69,1.77,53,178,30,0
6,29,174,4.83,0.34,0.87,1.51,59,152,39,0
10,48,480,4.8,0.31,0.76,2.5,150,365,60,0
10,35,350,3.5,0.38,0.83,2.02,133,290,66,0
9,37,333,4.11,0.45,0.96,2.7,151,321,56,0
13,85,1105,6.54,0.33,0.63,2.76,361,700,131,0
13,217,2821,16.69,0.36,0.69,3.05,1019,1934,334,0
13,487,6331,37.46,0.25,0.63,2.1,1564,3988,745,0
13,440,5720,33.85,0.26,0.7,2.18,1459,3983,669,0
12,168,2016,14,0.26,0.72,2.1,515,1449,245,0
13,65,845,5,0.3,0.68,2.58,255,572,99,0
10,121,1210,12.1,0.37,0.87,2.41,448,1056,186,0
12,118,1416,9.83,0.31,0.73,2.42,438,1028,181,0
13,106,1378,8.15,0.31,0.69,2.37,422,948,178,0
9,34,306,3.78,0.37,0.85,2.38,112,259,47,0
10,108,1080,10.8,0.32,0.75,2.14,345,806,161,0
8,185,1480,23.13,0.24,0.66,1.82,348,975,191,0
5,39,195,7.8,0.34,0.88,1.74,66,172,38,0
7,116,812,16.57,0.26,0.79,1.84,213,640,116,0
6,89,534,14.83,0.3,0.79,1.82,162,422,89,0
7,46,322,6.57,0.3,0.96,2.58,98,310,38,0
7,29,203,4.14,0.27,0.81,2.7,54,165,20,0
6,172,1032,28.67,0.29,0.91,1.73,303,936,175,0
5,17,85,3.4,0.47,0.93,2.35,40,79,17,0
22,72,1584,3.27,0.52,0.86,10.04,823,1356,82,0
8,76,608,9.5,0.48,0.87,2.73,289,529,106,0
6,181,1086,30.17,0.3,0.68,1.69,324,743,192,0
8,71,568,8.88,0.41,0.9,2.06,231,513,112,0
8,72,576,9,0.4,0.81,2.25,230,467,102,0
10,94,940,9.4,0.25,0.72,1.7,235,678,138,0
11,71,781,6.46,0.37,0.73,2.41,289,567,120,0
10,108,1080,10.8,0.3,0.83,1.84,321,897,174,0
8,64,512,8,0.34,0.85,2.12,172,433,81,0
10,33,330,3.3,0.39,0.65,3.25,130,213,40,0
8,132,1056,16.5,0.31,0.86,1.84,327,909,178,0
15,54,810,3.6,0.32,0.69,2.45,262,558,107,0
14,44,616,3.14,0.4,0.77,2.5,245,472,98,0
5,99,495,19.8,0.36,0.88,1.5,176,436,117,0
15,61,915,4.07,0.25,0.52,1.87,226,471,121,0
9,59,531,6.56,0.49,0.86,3.22,261,457,81,0
28,137,3836,4.89,0.27,0.56,5.05,1016,2163,201,0
13,407,5291,31.31,0.27,0.65,2.31,1406,3435,609,0
13,408,5304,31.39,0.28,0.68,2.58,1492,3591,579,0
14,410,5740,29.29,0.24,0.59,2.4,1382,3400,576,0
10,86,860,8.6,0.42,0.91,2.44,364,786,149,0
13,409,5317,31.46,0.27,0.58,2.23,1421,3095,637,0
12,307,3684,25.58,0.29,0.77,2.41,1068,2842,444,0
25,410,10250,16.4,0.27,0.67,2.29,2792,6872,1218,0
10,34,340,3.4,0.43,0.66,3.02,145,223,48,0
38,410,15580,10.79,0.25,0.6,2.4,3957,9403,1651,0
13,151,1963,11.62,0.3,0.73,2.59,593,1425,229,0
12,66,792,5.5,0.4,0.78,3.03,318,618,105,0
9,117,1053,13,0.42,0.95,2.48,441,997,178,0
13,115,1495,8.85,0.31,0.7,2.62,469,1039,179,0
12,103,1236,8.58,0.35,0.72,2.55,436,895,171,0
9,33,297,3.67,0.38,0.84,2.24,112,250,50,0
11,63,693,5.73,0.33,0.72,2.77,230,502,83,0
8,14,112,1.75,0.52,0.96,3.22,58,108,18,0
11,79,869,7.18,0.34,0.84,2.2,297,731,135,0
10,75,750,7.5,0.43,0.91,2.28,321,682,141,0
9,107,963,11.89,0.38,0.86,2.22,369,826,166,0
6,114,684,19,0.28,0.74,1.76,190,507,108,0
5,39,195,7.8,0.34,0.73,2.09,67,142,32,0
7,114,798,16.29,0.25,0.74,1.77,202,591,114,0
6,90,540,15,0.3,0.77,1.55,161,416,104,0
6,28,168,4.67,0.41,0.8,1.84,68,135,37,0
8,46,368,5.75,0.27,0.89,1.85,98,326,53,0
8,17,136,2.13,0.46,0.82,2.38,62,112,26,0
7,28,196,4,0.34,0.99,2.13,66,194,31,0
7,175,1225,25,0.34,0.99,1.87,413,1214,221,0
18,168,3024,9.33,0.19,0.73,2.34,564,2207,241,0
12,58,696,4.83,0.34,0.8,3.85,239,559,62,0
22,71,1562,3.23,0.49,0.83,10.13,760,1302,75,0
15,136,2040,9.07,0.24,0.75,2.81,489,1526,174,0
9,76,684,8.44,0.35,0.81,2.27,241,556,106,0
7,181,1267,25.86,0.32,0.76,1.65,400,961,242,0
8,70,560,8.75,0.37,0.91,1.7,208,510,122,0
14,217,3038,15.5,0.27,0.63,2.12,813,1919,383,0
7,71,497,10.14,0.39,0.96,1.87,196,476,105,0
23,87,2001,3.78,0.29,0.67,2.36,572,1342,242,0
9,93,837,10.33,0.28,0.85,1.66,233,709,140,0
10,107,1070,10.7,0.27,0.74,1.81,292,790,161,0
8,62,496,7.75,0.36,0.97,1.79,177,480,99,0
9,84,756,9.33,0.41,0.88,2.75,308,664,112,0
8,133,1064,16.63,0.27,0.83,1.78,289,878,162,0
6,100,600,16.67,0.35,0.8,1.68,207,477,123,0
6,51,306,8.5,0.29,0.78,1.48,90,237,61,0
6,43,258,7.17,0.34,0.97,1.67,87,250,52,0
6,29,174,4.83,0.33,0.8,1.53,58,139,38,0
10,35,350,3.5,0.34,0.71,1.87,118,250,63,0
8,40,320,5,0.48,0.99,2.61,154,316,59,0
8,44,352,5.5,0.42,0.95,2.06,146,334,71,0
12,80,960,6.67,0.32,0.67,2.45,311,646,127,0
12,89,1068,7.42,0.43,0.88,3.5,458,939,131,0
14,418,5852,29.86,0.26,0.62,2.16,1525,3625,707,0
12,129,1548,10.75,0.3,0.71,2.51,469,1100,187,0
13,77,1001,5.92,0.3,0.7,2.4,298,701,124,0
9,119,1071,13.22,0.42,0.97,2.34,452,1033,193,0
13,116,1508,8.92,0.29,0.7,2.49,441,1060,177,0
12,104,1248,8.67,0.34,0.76,2.46,418,946,170,0
11,33,363,3,0.3,0.69,1.98,107,252,54,0
10,128,1280,12.8,0.36,0.75,2.25,455,961,202,0
7,14,98,2,0.49,0.94,2.53,48,92,19,0
12,84,1008,7,0.33,0.79,2.35,334,798,142,0
9,107,963,11.89,0.38,0.86,1.94,361,829,186,0
5,115,575,23,0.42,0.92,2.03,240,529,118,0
5,39,195,7.8,0.41,0.87,1.67,80,169,48,0
4,114,456,28.5,0.39,0.98,1.83,179,446,98,0
3,90,270,30,0.51,0.91,2.34,138,245,59,0
9,172,1548,19.11,0.35,0.8,2.43,546,1237,225,0
8,17,136,2.13,0.53,0.85,2.88,72,116,25,0
9,45,405,5,0.28,0.79,2.17,113,318,52,0
7,27,189,3.86,0.34,1,1.97,65,189,33,0
22,71,1562,3.23,0.52,0.84,11.25,810,1317,72,0
8,190,1520,23.75,0.33,0.63,2.22,495,957,223,0
10,76,760,7.6,0.47,0.8,3.03,360,607,119,0
8,70,560,8.75,0.46,0.99,2.31,259,552,112,0
9,71,639,7.89,0.39,0.77,2.44,249,491,102,0
10,77,770,7.7,0.47,0.91,2.64,361,697,137,0
8,93,744,11.63,0.32,0.84,1.99,241,621,121,0
9,107,963,11.89,0.36,0.88,2.14,344,843,161,0
11,29,319,2.64,0.41,0.77,3.1,130,244,42,0
9,62,558,6.89,0.35,0.87,2.23,194,485,87,0
8,130,1040,16.25,0.36,0.88,2.21,374,911,169,0
6,100,600,16.67,0.39,0.83,1.72,231,497,134,0
6,50,300,8.33,0.4,0.71,2.38,119,214,50,0
6,44,264,7.33,0.45,0.81,2.11,118,214,56,0
5,29,145,5.8,0.54,0.89,2.36,78,129,33,0
