Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Shape,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes
figure_category_basedmarkersize60_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],60,0.6336952091513295,0.3054149150848388,0.626571210973955,0.9621739387512208,0.5887472569348459,0.8347508907318115,0.6351227058849783,0.7129642963409424,0.815,0.0907623767852783,5855,0.5075967311859131,0.0,0.4990923404693603,0.0257583279027387,0.0387303829193115,4.007937862245004,0.0019717216491699,0.06517275072594322,2.7008543014526367,7,0,[]
figure_category_basedmarkersize110_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],110,0.5743642252018875,0.7200698852539062,0.562670767135311,0.7244298458099365,0.5226314483535244,0.8367247581481934,0.5747453926794454,0.7360098361968994,0.485,0.1283800601959228,9606,0.6092431545257568,0.0,0.521481990814209,0.0257583279027387,0.0396134853363037,4.007937862245004,0.0020167827606201,0.09107362791708283,2.845964431762696,40,0,[]
figure_category_basedmarkersize160_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],160,0.5576909568067344,0.7256112098693848,0.547037227600762,0.7460994720458984,0.5091179101840714,0.8429374694824219,0.5581474796528052,0.741032600402832,0.355,0.7741477489471436,11422,0.1717028617858886,0.0,0.5925583839416504,0.0257583279027387,0.0377023220062255,4.007937862245004,0.0021500587463378,0.10935053067013942,3.4559946060180664,61,0,[]
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],10,0.8999838728932577,0.2940487861633301,0.8983079668291182,0.7309374809265137,0.8731217624707117,0.8343648910522461,0.8993701060316257,0.3746716976165771,0.985,0.5270695686340332,326,0.5358128547668457,0.0,0.0880181789398193,0.0257583279027387,0.0392432212829589,4.007937862245004,0.0019984245300292,0.024137118769906294,2.1368660926818848,1,0,[]
figure_ascendingmarkersize60_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],60,0.6573192124524285,0.3230171203613281,0.6295247032667287,0.7436373233795166,0.5415420499225847,0.8591361045837402,0.6569127954912718,0.8311455249786377,0.815,0.572575569152832,5855,0.0900120735168457,0.0,0.5233914852142334,0.0257583279027387,0.0397043228149414,4.007937862245004,0.0019557476043701,0.06517275072594324,2.37406849861145,2,0,[]
figure_ascendingmarkersize110_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],110,0.6122322485427365,0.3133552074432373,0.5681415232153169,0.7498130798339844,0.4264598357370398,0.4408905506134033,0.6099618957144517,0.7303235530853271,0.485,0.5333032608032227,9606,0.7469382286071777,0.0,0.1540348529815673,0.0257583279027387,0.0590817928314209,4.007937862245004,0.002504825592041,0.09107362791708287,2.744089841842652,8,0,[]
figure_ascendingmarkersize160_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],160,0.603157952984811,0.7793405055999756,0.5541878622659707,0.3264260292053222,0.3655200160443806,0.8856496810913086,0.6005396627436852,0.7544074058532715,0.355,0.5507462024688721,11422,0.1034774780273437,0.0,0.5619912147521973,0.0257583279027387,0.0388762950897216,4.007937862245004,0.00201416015625,0.10935053067013943,2.790506362915039,11,0,[]
figure_descendingmarkersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],10,0.8949460702953331,0.7328968048095703,0.8980144261950468,0.7373356819152832,0.8795675259122867,0.8714799880981445,0.894819678472965,0.2997639179229736,0.985,0.5578899383544922,326,0.5508205890655518,0.0,0.0916223526000976,0.0257583279027387,0.0392348766326904,4.007937862245003,0.0028786659240722,0.024137118769906294,2.7874515056610107,1,0,[]
figure_descendingmarkersize60_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],60,0.6097796890608862,0.7742776870727539,0.6245174995322161,0.3055458068847656,0.6193482902000449,0.854468584060669,0.6131408807972313,0.7561192512512207,0.815,0.5718016624450684,5855,0.0954494476318359,0.0,0.558354377746582,0.0257583279027387,0.0404105186462402,4.007937862245003,0.0020229816436767,0.06517275072594324,2.461657762527466,1,0,[]
figure_descendingmarkersize110_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],110,0.5365095488107758,0.4619154930114746,0.5591111554264487,0.7881011962890625,0.5725095468547488,0.889819860458374,0.5396302114111609,0.30914306640625,0.485,0.5555148124694824,9606,0.0992548465728759,0.0,0.5671603679656982,0.0257583279027387,0.0392754077911376,4.007937862245003,0.0020008087158203,0.09107362791708282,2.58709716796875,1,0,[]
figure_descendingmarkersize160_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200,2,['lip_cluster'],160,0.5112341900736335,0.322920560836792,0.5423208505591937,0.9763038158416748,0.572225119767605,0.911895990371704,0.5145451859982855,0.7376139163970947,0.355,0.0982248783111572,11422,0.5692496299743652,0.0,0.5299603939056396,0.0257583279027387,0.0386481285095214,4.007937862245003,0.0020005702972412,0.10935053067013947,2.2741172313690186,1,0,[]
figure_category_basedmarkersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],10,0.9125939953379524,0.7393321990966797,0.8626784937405362,0.7216639518737793,1.0148249111002692,0.4292583465576172,0.8577290096757147,0.706474781036377,0.99,0.5558223724365234,57,0.0958566665649414,0.0,0.5352842807769775,0.02876439303026,0.0256576538085937,9.187677948052894,0.0020005702972412,0.009460975121585316,3.054187774658203,1,0,[]
figure_category_basedmarkersize60_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],60,0.5874026330387581,0.7842018604278564,0.4646466302143524,0.7879376411437988,1.0849052250418751,0.4292969703674316,0.459277131442798,0.7537915706634521,0.985,0.5378317832946777,2486,0.0952587127685546,0.0,0.5715751647949219,0.02876439303026,0.0264899730682373,9.187677948052894,0.001983642578125,0.02736777255960688,3.64888072013855,1,0,[]
figure_category_basedmarkersize110_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],110,0.4536380341824668,0.3075416088104248,0.3361733185667584,0.8073098659515381,1.1034748690862743,0.9289109706878662,0.3325656891286104,0.3186759948730469,0.975,0.5794928073883057,7952,0.099100112915039,0.0,0.6001083850860596,0.02876439303026,0.0262103080749511,9.187677948052894,0.0030007362365722,0.03963736760527658,3.802044153213501,1,0,[]
figure_category_basedmarkersize160_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],160,0.3748412853410857,0.3176465034484863,0.2653634069990449,0.7911880016326904,1.1739402352290886,0.939134120941162,0.2631568767926059,0.3203926086425781,0.94,0.630713939666748,14015,0.5760037899017334,0.0,0.0947101116180419,0.02876439303026,0.0273478031158447,9.187677948052894,0.0021705627441406,0.04796279269449823,3.927605152130127,1,0,[]
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],10,0.9670930690483224,0.2904477119445801,0.9658231688472128,0.782038688659668,0.9512582480138952,0.8825473785400391,0.9757093567185814,0.291121244430542,0.99,0.6124539375305176,57,0.0887317657470703,0.0,0.6085152626037598,0.02876439303026,0.0265641212463378,9.187677948052894,0.0028891563415527,0.009460975121585316,2.860201120376587,1,0,[]
figure_ascendingmarkersize60_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],60,0.7952809839766846,0.306830883026123,0.7965398435571066,0.8169665336608887,0.7216873634202401,0.4236090183258056,0.837488118355155,0.8123481273651123,0.985,0.599700927734375,2486,0.0957775115966796,0.0,0.5493192672729492,0.02876439303026,0.0267691612243652,9.187677948052894,0.0026543140411376,0.027367772559606884,2.0045173168182373,1,0,[]
figure_ascendingmarkersize110_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],110,0.6895401956407,1.0531389713287354,0.690035759945542,0.3063480854034424,0.589192685753858,0.8616201877593994,0.7409536528872973,0.766165018081665,0.975,0.1121737957000732,7952,0.5620942115783691,0.0,0.5585875511169434,0.02876439303026,0.0272228717803955,9.187677948052894,0.0019950866699218,0.03963736760527658,2.0923731327056885,1,0,[]
figure_ascendingmarkersize160_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],160,0.6280691072818418,0.9518165588378906,0.6229207004261228,0.3374280929565429,0.5028550837070354,0.8939683437347412,0.68160192835175,0.7624053955078125,0.94,0.1134560108184814,14015,0.6033174991607666,0.0,0.5693085193634033,0.02876439303026,0.027087926864624,9.187677948052894,0.0021159648895263,0.04796279269449824,2.304934024810791,1,0,[]
figure_descendingmarkersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],10,0.9124801777076542,0.7939350605010986,0.8626780952992109,0.3032121658325195,1.014755776217429,0.9436497688293456,0.8576877278599688,0.8103904724121094,0.99,0.1653237342834472,57,0.8155059814453125,0.0,0.6833786964416504,0.02876439303026,0.0285987854003906,9.187677948052894,0.0018980503082275,0.009460975121585316,1.7893803119659424,1,0,[]
figure_descendingmarkersize60_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],60,0.5850384561035162,0.8660726547241211,0.4644778771965407,0.303657054901123,1.0892898480617466,0.9370682239532472,0.458088262593344,0.2965612411499023,0.985,0.5985701084136963,2486,0.6083254814147949,0.0,0.0937278270721435,0.02876439303026,0.0271182060241699,9.187677948052894,0.0021064281463623,0.02736777255960688,2.948873519897461,1,0,[]
figure_descendingmarkersize110_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],110,0.4490197117088016,0.3118767738342285,0.3357562657698778,0.8477990627288818,1.115414395938051,0.4243929386138916,0.3304243799335697,0.8033294677734375,0.975,0.6465752124786377,7952,0.0984480381011962,0.0,0.6859514713287354,0.02876439303026,0.0944933891296386,9.187677948052894,0.010002851486206,0.03963736760527656,2.513765811920166,1,0,[]
figure_descendingmarkersize160_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber2,200,2,['lip_cluster'],160,0.3684986607988905,0.8747673034667969,0.2647965084622135,0.3242061138153076,1.191230704391988,0.9868412017822266,0.260324401806339,0.8681113719940186,0.94,0.1195454597473144,14015,0.6388754844665527,0.0,0.093146800994873,0.02876439303026,0.0264556407928466,9.187677948052894,0.0021145343780517,0.04796279269449825,3.3966879844665527,1,0,[]
figure_category_basedmarkersize10_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,200,2,['lip_cluster'],10,0.8570646518233416,0.2928946018218994,0.7864480988457535,0.8275301456451416,0.9520969319111476,0.9804532527923584,0.815682441763052,0.2892079353332519,1.0,0.6327605247497559,228,0.0924317836761474,0.0,0.6625881195068359,0.0248930034217491,0.0269556045532226,5.108419801740049,0.0029165744781494,0.01965468220713112,3.02562952041626,0,0,[]
figure_category_basedmarkersize60_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,200,2,['lip_cluster'],60,0.4492535413314291,0.8488185405731201,0.3083916705390871,0.3043529987335205,0.8997760871735767,0.9096505641937256,0.3561699714321653,0.857703685760498,0.94,0.095036506652832,5274,0.6649508476257324,0.0,0.0861785411834716,0.0248930034217491,0.0295190811157226,5.108419801740049,0.0021936893463134,0.047513552681758206,3.744119167327881,5,0,[]
figure_category_basedmarkersize110_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,200,2,['lip_cluster'],110,0.2771527138241816,0.3145010471343994,0.1605097610075766,0.8955535888671875,1.218812080037564,0.4312212467193603,0.196831089923301,0.7990694046020508,0.84,0.0967319011688232,11284,0.6451175212860107,0.0,0.662137508392334,0.0248930034217491,0.0267636775970459,5.108419801740049,0.0019977092742919,0.06592198519840879,3.400510787963867,16,0,[]
figure_category_basedmarkersize160_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,200,2,['lip_cluster'],160,0.2030006614761819,0.8769195079803467,0.1061951976605561,0.3296554088592529,2.339188378666247,0.9933340549468994,0.1354105341636814,0.3219590187072754,0.685,0.682985782623291,15796,0.10284423828125,0.0,0.6625270843505859,0.0248930034217491,0.0285680294036865,5.108419801740049,0.0029993057250976,0.07893271387635564,4.067198276519775,24,1,"[{'category': 'group_1', 'number': 1}]"
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,200,2,['lip_cluster'],10,0.9203102969522702,0.2839245796203613,0.9248413117383883,0.875028133392334,0.9040424172318252,0.4130916595458984,0.9332207000503524,0.8288700580596924,1.0,0.0891866683959961,228,0.6859781742095947,0.0,0.0920345783233642,0.0248930034217491,0.028710126876831,5.108419801740049,0.0025055408477783,0.01965468220713112,2.937405586242676,0,0,[]
figure_ascendingmarkersize60_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,200,2,['lip_cluster'],60,0.6631940955738895,0.3059508800506592,0.6842950568320015,0.8597636222839355,0.6115415190180763,0.4178938865661621,0.7087158497787637,0.8437397480010986,0.94,0.6831474304199219,5274,0.0930995941162109,0.0,0.6964666843414307,0.0248930034217491,0.027808666229248,5.108419801740049,0.0028293132781982,0.04751355268175819,1.962404727935791,1,0,[]
figure_ascendingmarkersize110_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,200,2,['lip_cluster'],110,0.5408500445067768,1.215001106262207,0.5746601178553965,0.3107087612152099,0.4658945511503013,1.0338473320007324,0.5947848680680623,0.3145399093627929,0.84,0.6418294906616211,11284,0.0945777893066406,0.0,0.7138669490814209,0.0248930034217491,0.0279827117919921,5.108419801740049,0.0020179748535156,0.06592198519840875,2.131741523742676,3,0,[]
figure_ascendingmarkersize160_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,200,2,['lip_cluster'],160,0.4718739408350797,0.8925132751464844,0.5178105026834088,0.4544367790222168,0.3846202073149677,0.9835696220397948,0.5361953427114335,0.8939759731292725,0.685,0.0976791381835937,15796,0.7172353267669678,0.0,0.0876004695892334,0.0248930034217491,0.0291128158569335,5.108419801740049,0.0015127658843994,0.07893271387635564,2.8923003673553467,12,0,[]
figure_descendingmarkersize10_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,200,2,['lip_cluster'],10,0.8558559234978903,0.2904195785522461,0.7862878829241907,0.9261727333068848,0.9538876188767068,0.423583984375,0.8151946384590245,0.9075348377227784,1.0,0.0870072841644287,228,0.7211172580718994,0.0,0.0862371921539306,0.0248930034217491,0.0294394493103027,5.108419801740049,0.0019998550415039,0.01965468220713112,2.3864905834198,0,0,[]
figure_descendingmarkersize60_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber0,200,2,['lip_cluster'],60,0.4408959699951023,0.3074314594268799,0.3079566608769681,0.9541840553283693,0.9167157851238584,0.4289054870605469,0.3536441462925646,0.9109952449798584,0.94,0.0921938419342041,5274,0.7452480792999268,0.0,0.0902216434478759,0.0248930034217491,0.02824068069458,5.108419801740049,0.0029129981994628,0.047513552681758206,2.537303924560547,0,0,[]
